,oid,ent,sectionId
387,1,9,7633
388,1,1,7636
389,1,2,7631
390,1,3,7634
391,1,4,7637
392,1,5,7632
393,1,6,8533
394,1,7,8529
395,1,8,8532
396,1,9,8535
397,1,1,8530
398,1,2,8533
399,1,3,8536
400,1,4,8531
401,1,5,9232
402,1,6,9228
403,1,7,9231
404,1,8,9234
405,1,9,9229
406,1,1,9232
407,1,2,9235
408,1,3,9230
409,1,4,9731
410,1,5,9727
411,1,6,9730
412,1,7,9733
413,1,8,9728
414,1,9,9731
415,1,1,9734
416,1,2,9729
417,1,3,9930
418,1,4,9926
419,1,5,9929
420,1,6,9932
421,1,7,9927
422,1,8,9930
423,1,9,9933
424,1,1,9928
425,1,2,9930
426,1,3,9926
427,1,4,9929
428,1,5,9932
429,1,6,9927
430,1,7,9930
431,1,8,9933
432,1,9,9928
433,1,1,9930
434,1,2,9926
435,1,3,9929
436,1,4,9932
437,1,5,9927
438,1,6,9930
439,1,7,9933
440,1,8,9928
441,1,9,9730
442,1,1,9726
443,1,2,9729
444,1,3,9732
445,1,4,9727
446,1,5,9730
447,1,6,9733
448,1,7,9728
449,1,8,9130
450,1,9,9126
451,1,1,9129
452,1,2,9132
453,1,3,9127
454,1,4,9130
455,1,5,9133
456,1,6,9128
457,1,7,8331
458,1,8,8327
459,1,9,8330
460,1,1,8333
461,1,2,8328
462,1,3,8331
463,1,4,8334
464,1,5,8329
465,1,6,7432
466,1,7,7428
467,1,8,7431
468,1,9,7434
469,1,1,7429
470,1,2,7432
471,1,3,7435
472,1,4,7430
473,1,5,6534
474,1,6,6530
475,1,7,6533
476,1,8,6536
477,1,9,6531
478,1,1,6534
479,1,2,6537
480,1,3,6532
481,1,4,5537
482,1,5,5533
483,1,6,5536
484,1,7,5539
485,1,8,5534
486,1,9,5537
487,1,1,5540
488,1,2,5535
489,1,3,4640
490,1,4,4636
491,1,5,4639
492,1,6,4642
493,1,7,4637
494,1,8,4640
495,1,9,4643
496,1,1,4638
497,1,2,3544
498,1,3,3540
499,1,4,3543
500,1,5,3546
501,1,6,3541
502,1,7,3544
503,1,8,3547
504,1,9,3542
505,1,1,2547
506,1,2,2543
507,1,3,2546
508,1,4,2549
509,1,5,2544
510,1,6,2547
511,1,7,2550
512,1,8,2545
513,1,9,1750
514,1,1,1746
515,1,2,1749
516,1,3,1752
517,1,4,1747
518,1,5,1750
519,1,6,1753
520,1,7,1748
521,1,8,1253
522,1,9,1249
523,1,1,1252
524,1,2,1255
525,1,3,1250
526,1,4,1253
527,1,5,1256
528,1,6,1251
529,1,7,754
530,1,8,750
531,1,9,753
532,1,1,756
533,1,2,751
534,1,3,754
535,1,4,757
536,1,5,752
537,1,6,456
538,1,7,452
539,1,8,455
540,1,9,458
541,1,1,453
542,1,2,456
543,1,3,459
544,1,4,454
545,1,5,256
546,1,6,252
547,1,7,255
548,1,8,258
549,1,9,253
550,1,1,256
551,1,2,259
552,1,3,254
553,1,4,255
554,1,5,251
555,1,6,254
556,1,7,257
557,1,8,252
558,1,9,255
559,1,1,258
560,1,2,253
561,1,3,254
562,1,4,250
563,1,5,253
564,1,6,256
565,1,7,251
566,1,8,254
567,1,9,257
568,1,1,252
569,1,2,152
570,1,3,148
571,1,4,151
572,1,5,154
573,1,6,149
574,1,7,152
575,1,8,155
576,1,9,150
577,1,1,48
578,1,2,44
579,1,3,47
580,1,4,50
581,1,5,45
582,1,6,48
583,1,7,51
584,1,8,46
585,1,9,43
586,1,1,39
587,1,2,42
588,1,3,45
589,1,4,40
590,1,5,43
591,1,6,46
592,1,7,41
593,1,8,36
594,1,9,32
595,1,1,35
596,1,2,38
597,1,3,33
598,1,4,36
599,1,5,39
600,1,6,34
601,1,7,130
602,1,8,126
603,1,9,129
604,1,1,132
605,1,2,127
606,1,3,130
607,1,4,133
608,1,5,128
609,1,6,123
610,1,7,119
611,1,8,122
612,1,9,125
613,1,1,120
614,1,2,123
615,1,3,126
616,1,4,121
617,1,5,317
618,1,6,313
619,1,7,316
620,1,8,319
621,1,9,314
622,1,1,317
623,1,2,320
624,1,3,315
625,1,4,511
626,1,5,507
627,1,6,510
628,1,7,513
629,1,8,508
630,1,9,511
631,1,1,514
632,1,2,509
633,1,3,605
634,1,4,601
635,1,5,604
636,1,6,607
637,1,7,602
638,1,8,605
639,1,9,608
640,1,1,603
641,1,2,702
642,1,3,698
643,1,4,701
644,1,5,704
645,1,6,699
646,1,7,702
647,1,8,705
648,1,9,700
649,1,1,700
650,1,2,696
651,1,3,699
652,1,4,702
653,1,5,697
654,1,6,700
655,1,7,703
656,1,8,698
657,1,9,800
658,1,1,796
659,1,2,799
660,1,3,802
661,1,4,797
662,1,5,800
663,1,6,803
664,1,7,798
665,1,8,802
666,1,9,798
667,1,1,801
668,1,2,804
669,1,3,799
670,1,4,802
671,1,5,805
672,1,6,800
673,1,7,906
674,1,8,902
675,1,9,905
676,1,1,908
677,1,2,903
678,1,3,906
679,1,4,909
680,1,5,904
681,1,6,1212
682,1,7,1208
683,1,8,1211
684,1,9,1214
685,1,1,1209
686,1,2,1212
687,1,3,1215
688,1,4,1210
689,1,5,1620
690,1,6,1616
691,1,7,1619
692,1,8,1622
693,1,9,1617
694,1,1,1620
695,1,2,1623
696,1,3,1618
697,1,4,2329
698,1,5,2325
699,1,6,2328
700,1,7,2331
701,1,8,2326
702,1,9,2329
703,1,1,2332
704,1,2,2327
705,1,3,2940
706,1,4,2936
707,1,5,2939
708,1,6,2942
709,1,7,2937
710,1,8,2940
711,1,9,2943
712,1,1,2938
713,1,2,3651
714,1,3,3647
715,1,4,3650
716,1,5,3653
717,1,6,3648
718,1,7,3651
719,1,8,3654
720,1,9,3649
721,1,1,4463
722,1,2,4459
723,1,3,4462
724,1,4,4465
725,1,5,4460
726,1,6,4463
727,1,7,4466
728,1,8,4461
729,1,9,5174
730,1,1,5170
731,1,2,5173
732,1,3,5176
733,1,4,5171
734,1,5,5174
735,1,6,5177
736,1,7,5172
737,1,8,5684
738,1,9,5680
739,1,1,5683
740,1,2,5686
741,1,3,5681
742,1,4,5684
743,1,5,5687
744,1,6,5682
745,1,7,6192
746,1,8,6188
747,1,9,6191
748,1,1,6194
749,1,2,6189
750,1,3,6192
751,1,4,6195
752,1,5,6190
753,1,6,6397
754,1,7,6393
755,1,8,6396
756,1,9,6399
757,1,1,6394
758,1,2,6397
759,1,3,6400
760,1,4,6395
761,1,5,6499
762,1,6,6495
763,1,7,6498
764,1,8,6501
765,1,9,6496
766,1,1,6499
767,1,2,6502
768,1,3,6497
769,1,4,6499
770,1,5,6495
771,1,6,6498
772,1,7,6501
773,1,8,6496
774,1,9,6499
775,1,1,6502
776,1,2,6497
777,1,3,6498
778,1,4,6494
779,1,5,6497
780,1,6,6500
781,1,7,6495
782,1,8,6498
783,1,9,6501
784,1,1,6496
785,1,2,6497
786,1,3,6493
787,1,4,6496
788,1,5,6499
789,1,6,6494
790,1,7,6497
791,1,8,6500
792,1,9,6495
793,1,1,6496
794,1,2,6492
795,1,3,6495
796,1,4,6498
797,1,5,6493
798,1,6,6496
799,1,7,6499
800,1,8,6494
801,1,9,6396
802,1,1,6392
803,1,2,6395
804,1,3,6398
805,1,4,6393
806,1,5,6396
807,1,6,6399
808,1,7,6394
809,1,8,6396
810,1,9,6392
811,1,1,6395
812,1,2,6398
813,1,3,6393
814,1,4,6396
815,1,5,6399
816,1,6,6394
817,1,7,6295
818,1,8,6291
819,1,9,6294
820,1,1,6297
821,1,2,6292
822,1,3,6295
823,1,4,6298
824,1,5,6293
825,1,6,6295
826,1,7,6291
827,1,8,6294
828,1,9,6297
829,1,1,6292
830,1,2,6295
831,1,3,6298
832,1,4,6293
833,1,5,6294
834,1,6,6290
835,1,7,6293
836,1,8,6296
837,1,9,6291
838,1,1,6294
839,1,2,6297
840,1,3,6292
841,1,4,6293
842,1,5,6289
843,1,6,6292
844,1,7,6295
845,1,8,6290
846,1,9,6293
847,1,1,6296
848,1,2,6291
849,1,3,6192
850,1,4,6188
851,1,5,6191
852,1,6,6194
853,1,7,6189
854,1,8,6192
855,1,9,6195
856,1,1,6190
857,1,2,5889
858,1,3,5885
859,1,4,5888
860,1,5,5891
861,1,6,5886
862,1,7,5889
863,1,8,5892
864,1,9,5887
865,1,1,5585
866,1,2,5581
867,1,3,5584
868,1,4,5587
869,1,5,5582
870,1,6,5585
871,1,7,5588
872,1,8,5583
873,1,9,5080
874,1,1,5076
875,1,2,5079
876,1,3,5082
877,1,4,5077
878,1,5,5080
879,1,6,5083
880,1,7,5078
881,1,8,4473
882,1,9,4469
883,1,1,4472
884,1,2,4475
885,1,3,4470
886,1,4,4473
887,1,5,4476
888,1,6,4471
889,1,7,3764
890,1,8,3760
891,1,9,3763
892,1,1,3766
893,1,2,3761
894,1,3,3764
895,1,4,3767
896,1,5,3762
897,1,6,2854
898,1,7,2850
899,1,8,2853
900,1,9,2856
901,1,1,2851
902,1,2,2854
903,1,3,2857
904,1,4,2852
905,1,5,2146
906,1,6,2142
907,1,7,2145
908,1,8,2148
909,1,9,2143
910,1,1,2146
911,1,2,2149
912,1,3,2144
913,1,4,1540
914,1,5,1536
915,1,6,1539
916,1,7,1542
917,1,8,1537
918,1,9,1540
919,1,1,1543
920,1,2,1538
921,1,3,1134
922,1,4,1130
923,1,5,1133
924,1,6,1136
925,1,7,1131
926,1,8,1134
927,1,9,1137
928,1,1,1132
929,1,2,1031
930,1,3,1027
931,1,4,1030
932,1,5,1033
933,1,6,1028
934,1,7,1031
935,1,8,1034
936,1,9,1029
937,1,1,1130
938,1,2,1126
939,1,3,1129
940,1,4,1132
941,1,5,1127
942,1,6,1130
943,1,7,1133
944,1,8,1128
945,1,9,1331
946,1,1,1327
947,1,2,1330
948,1,3,1333
949,1,4,1328
950,1,5,1331
951,1,6,1334
952,1,7,1329
953,1,8,1733
954,1,9,1729
955,1,1,1732
956,1,2,1735
957,1,3,1730
958,1,4,1733
959,1,5,1736
960,1,6,1731
961,1,7,2236
962,1,8,2232
963,1,9,2235
964,1,1,2238
965,1,2,2233
966,1,3,2236
967,1,4,2239
968,1,5,2234
969,1,6,2740
970,1,7,2736
971,1,8,2739
972,1,9,2742
973,1,1,2737
974,1,2,2740
975,1,3,2743
976,1,4,2738
977,1,5,3245
978,1,6,3241
979,1,7,3244
980,1,8,3247
981,1,9,3242
982,1,1,3245
983,1,2,3248
984,1,3,3243
985,1,4,3749
986,1,5,3745
987,1,6,3748
988,1,7,3751
989,1,8,3746
990,1,9,3749
991,1,1,3752
992,1,2,3747
993,1,3,4154
994,1,4,4150
995,1,5,4153
996,1,6,4156
997,1,7,4151
998,1,8,4154
999,1,9,4157
1000,1,1,4152
1001,1,2,4357
1002,1,3,4353
1003,1,4,4356
1004,1,5,4359
1005,1,6,4354
1006,1,7,4357
1007,1,8,4360
1008,1,9,4355
1009,1,1,4559
1010,1,2,4555
1011,1,3,4558
1012,1,4,4561
1013,1,5,4556
1014,1,6,4559
1015,1,7,4562
1016,1,8,4557
1017,1,9,4661
1018,1,1,4657
1019,1,2,4660
1020,1,3,4663
1021,1,4,4658
1022,1,5,4661
1023,1,6,4664
1024,1,7,4659
1025,1,8,4762
1026,1,9,4758
1027,1,1,4761
1028,1,2,4764
1029,1,3,4759
1030,1,4,4762
1031,1,5,4765
1032,1,6,4760
1033,1,7,4862
1034,1,8,4858
1035,1,9,4861
1036,1,1,4864
1037,1,2,4859
1038,1,3,4862
1039,1,4,4865
1040,1,5,4860
1041,1,6,4862
1042,1,7,4858
1043,1,8,4861
1044,1,9,4864
1045,1,1,4859
1046,1,2,4862
1047,1,3,4865
1048,1,4,4860
1049,1,5,4862
1050,1,6,4858
1051,1,7,4861
1052,1,8,4864
1053,1,9,4859
1054,1,1,4862
1055,1,2,4865
1056,1,3,4860
1057,1,4,4862
1058,1,5,4858
1059,1,6,4861
1060,1,7,4864
1061,1,8,4859
1062,1,9,4862
1063,1,1,4865
1064,1,2,4860
1065,1,3,4860
1066,1,4,4856
1067,1,5,4859
1068,1,6,4862
1069,1,7,4857
1070,1,8,4860
1071,1,9,4863
1072,1,1,4858
1073,1,2,4858
1074,1,3,4854
1075,1,4,4857
1076,1,5,4860
1077,1,6,4855
1078,1,7,4858
1079,1,8,4861
1080,1,9,4856
1081,1,1,4756
1082,1,2,4752
1083,1,3,4755
1084,1,4,4758
1085,1,5,4753
1086,1,6,4756
1087,1,7,4759
1088,1,8,4754
1089,1,9,4755
1090,1,1,4751
1091,1,2,4754
1092,1,3,4757
1093,1,4,4752
1094,1,5,4755
1095,1,6,4758
1096,1,7,4753
1097,1,8,4653
1098,1,9,4649
1099,1,1,4652
1100,1,2,4655
1101,1,3,4650
1102,1,4,4653
1103,1,5,4656
1104,1,6,4651
1105,1,7,4552
1106,1,8,4548
1107,1,9,4551
1108,1,1,4554
1109,1,2,4549
1110,1,3,4552
1111,1,4,4555
1112,1,5,4550
1113,1,6,4450
1114,1,7,4446
1115,1,8,4449
1116,1,9,4452
1117,1,1,4447
1118,1,2,4450
1119,1,3,4453
1120,1,4,4448
1121,1,5,4249
1122,1,6,4245
1123,1,7,4248
1124,1,8,4251
1125,1,9,4246
1126,1,1,4249
1127,1,2,4252
1128,1,3,4247
1129,1,4,4048
1130,1,5,4044
1131,1,6,4047
1132,1,7,4050
1133,1,8,4045
1134,1,9,4048
1135,1,1,4051
1136,1,2,4046
1137,1,3,3747
1138,1,4,3743
1139,1,5,3746
1140,1,6,3749
1141,1,7,3744
1142,1,8,3747
1143,1,9,3750
1144,1,1,3745
1145,1,2,3346
1146,1,3,3342
1147,1,4,3345
1148,1,5,3348
1149,1,6,3343
1150,1,7,3346
1151,1,8,3349
1152,1,9,3344
1153,1,1,3046
1154,1,2,3042
1155,1,3,3045
1156,1,4,3048
1157,1,5,3043
1158,1,6,3046
1159,1,7,3049
1160,1,8,3044
1161,1,9,2747
1162,1,1,2743
1163,1,2,2746
1164,1,3,2749
1165,1,4,2744
1166,1,5,2747
1167,1,6,2750
1168,1,7,2745
1169,1,8,2547
1170,1,9,2543
1171,1,1,2546
1172,1,2,2549
1173,1,3,2544
1174,1,4,2547
1175,1,5,2550
1176,1,6,2545
1177,1,7,2549
1178,1,8,2545
1179,1,9,2548
1180,1,1,2551
1181,1,2,2546
1182,1,3,2549
1183,1,4,2552
1184,1,5,2547
1185,1,6,2551
1186,1,7,2547
1187,1,8,2550
1188,1,9,2553
1189,1,1,2548
1190,1,2,2551
1191,1,3,2554
1192,1,4,2549
1193,1,5,2854
1194,1,6,2850
1195,1,7,2853
1196,1,8,2856
1197,1,9,2851
1198,1,1,2854
1199,1,2,2857
1200,1,3,2852
1201,1,4,3156
1202,1,5,3152
1203,1,6,3155
1204,1,7,3158
1205,1,8,3153
1206,1,9,3156
1207,1,1,3159
1208,1,2,3154
1209,1,3,3558
1210,1,4,3554
1211,1,5,3557
1212,1,6,3560
1213,1,7,3555
1214,1,8,3558
1215,1,9,3561
1216,1,1,3556
1217,1,2,3959
1218,1,3,3955
1219,1,4,3958
1220,1,5,3961
1221,1,6,3956
1222,1,7,3959
1223,1,8,3962
1224,1,9,3957
1225,1,1,4359
1226,1,2,4355
1227,1,3,4358
1228,1,4,4361
1229,1,5,4356
1230,1,6,4359
1231,1,7,4362
1232,1,8,4357
1233,1,9,4558
1234,1,1,4554
1235,1,2,4557
1236,1,3,4560
1237,1,4,4555
1238,1,5,4558
1239,1,6,4561
1240,1,7,4556
1241,1,8,4657
1242,1,9,4653
1243,1,1,4656
1244,1,2,4659
1245,1,3,4654
1246,1,4,4657
1247,1,5,4660
1248,1,6,4655
1249,1,7,4755
1250,1,8,4751
1251,1,9,4754
1252,1,1,4757
1253,1,2,4752
1254,1,3,4755
1255,1,4,4758
1256,1,5,4753
1257,1,6,4653
1258,1,7,4649
1259,1,8,4652
1260,1,9,4655
1261,1,1,4650
1262,1,2,4653
1263,1,3,4656
1264,1,4,4651
1265,1,5,4551
1266,1,6,4547
1267,1,7,4550
1268,1,8,4553
1269,1,9,4548
1270,1,1,4551
1271,1,2,4554
1272,1,3,4549
1273,1,4,4451
1274,1,5,4447
1275,1,6,4450
1276,1,7,4453
1277,1,8,4448
1278,1,9,4451
1279,1,1,4454
1280,1,2,4449
1281,1,3,4351
1282,1,4,4347
1283,1,5,4350
1284,1,6,4353
1285,1,7,4348
1286,1,8,4351
1287,1,9,4354
1288,1,1,4349
1289,1,2,4351
1290,1,3,4347
1291,1,4,4350
1292,1,5,4353
1293,1,6,4348
1294,1,7,4351
1295,1,8,4354
1296,1,9,4349
1297,1,1,4251
1298,1,2,4247
1299,1,3,4250
1300,1,4,4253
1301,1,5,4248
1302,1,6,4251
1303,1,7,4254
1304,1,8,4249
1305,1,9,4053
1306,1,1,4049
1307,1,2,4052
1308,1,3,4055
1309,1,4,4050
1310,1,5,4053
1311,1,6,4056
1312,1,7,4051
1313,1,8,3754
1314,1,9,3750
1315,1,1,3753
1316,1,2,3756
1317,1,3,3751
1318,1,4,3754
1319,1,5,3757
1320,1,6,3752
1321,1,7,3556
1322,1,8,3552
1323,1,9,3555
1324,1,1,3558
1325,1,2,3553
1326,1,3,3556
1327,1,4,3559
1328,1,5,3554
1329,1,6,3357
1330,1,7,3353
1331,1,8,3356
1332,1,9,3359
1333,1,1,3354
1334,1,2,3357
1335,1,3,3360
1336,1,4,3355
1337,1,5,3259
1338,1,6,3255
1339,1,7,3258
1340,1,8,3261
1341,1,9,3256
1342,1,1,3259
1343,1,2,3262
1344,1,3,3257
1345,1,4,3160
1346,1,5,3156
1347,1,6,3159
1348,1,7,3162
1349,1,8,3157
1350,1,9,3160
1351,1,1,3163
1352,1,2,3158
1353,1,3,3161
1354,1,4,3157
1355,1,5,3160
1356,1,6,3163
1357,1,7,3158
1358,1,8,3161
1359,1,9,3164
1360,1,1,3159
1361,1,2,3262
1362,1,3,3258
1363,1,4,3261
1364,1,5,3264
1365,1,6,3259
1366,1,7,3262
1367,1,8,3265
1368,1,9,3260
1369,1,1,3462
1370,1,2,3458
1371,1,3,3461
1372,1,4,3464
1373,1,5,3459
1374,1,6,3462
1375,1,7,3465
1376,1,8,3460
1377,1,9,3762
1378,1,1,3758
1379,1,2,3761
1380,1,3,3764
1381,1,4,3759
1382,1,5,3762
1383,1,6,3765
1384,1,7,3760
1385,1,8,4062
1386,1,9,4058
1387,1,1,4061
1388,1,2,4064
1389,1,3,4059
1390,1,4,4062
1391,1,5,4065
1392,1,6,4060
1393,1,7,4361
1394,1,8,4357
1395,1,9,4360
1396,1,1,4363
1397,1,2,4358
1398,1,3,4361
1399,1,4,4364
1400,1,5,4359
1401,1,6,4560
1402,1,7,4556
1403,1,8,4559
1404,1,9,4562
1405,1,1,4557
1406,1,2,4560
1407,1,3,4563
1408,1,4,4558
1409,1,5,4659
1410,1,6,4655
1411,1,7,4658
1412,1,8,4661
1413,1,9,4656
1414,1,1,4659
1415,1,2,4662
1416,1,3,4657
1417,1,4,4659
1418,1,5,4655
1419,1,6,4658
1420,1,7,4661
1421,1,8,4656
1422,1,9,4659
1423,1,1,4662
1424,1,2,4657
1425,1,3,4658
1426,1,4,4654
1427,1,5,4657
1428,1,6,4660
1429,1,7,4655
1430,1,8,4658
1431,1,9,4661
1432,1,1,4656
1433,1,2,4658
1434,1,3,4654
1435,1,4,4657
1436,1,5,4660
1437,1,6,4655
1438,1,7,4658
1439,1,8,4661
1440,1,9,4656
1441,1,1,4658
1442,1,2,4654
1443,1,3,4657
1444,1,4,4660
1445,1,5,4655
1446,1,6,4658
1447,1,7,4661
1448,1,8,4656
1449,1,9,4658
1450,1,1,4654
1451,1,2,4657
1452,1,3,4660
1453,1,4,4655
1454,1,5,4658
1455,1,6,4661
1456,1,7,4656
1457,1,8,4659
1458,1,9,4655
1459,1,1,4658
1460,1,2,4661
1461,1,3,4656
1462,1,4,4659
1463,1,5,4662
1464,1,6,4657
1465,1,7,4460
1466,1,8,4456
1467,1,9,4459
1468,1,1,4462
1469,1,2,4457
1470,1,3,4460
1471,1,4,4463
1472,1,5,4458
1473,1,6,4261
1474,1,7,4257
1475,1,8,4260
1476,1,9,4263
1477,1,1,4258
1478,1,2,4261
1479,1,3,4264
1480,1,4,4259
1481,1,5,4062
1482,1,6,4058
1483,1,7,4061
1484,1,8,4064
1485,1,9,4059
1486,1,1,4062
1487,1,2,4065
1488,1,3,4060
1489,1,4,3864
1490,1,5,3860
1491,1,6,3863
1492,1,7,3866
1493,1,8,3861
1494,1,9,3864
1495,1,1,3867
1496,1,2,3862
1497,1,3,3665
1498,1,4,3661
1499,1,5,3664
1500,1,6,3667
1501,1,7,3662
1502,1,8,3665
1503,1,9,3668
1504,1,1,3663
1505,1,2,3567
1506,1,3,3563
1507,1,4,3566
1508,1,5,3569
1509,1,6,3564
1510,1,7,3567
1511,1,8,3570
1512,1,9,3565
