,oid,ent,sectionId
162,1,9,2817
163,1,1,2820
164,1,2,2823
165,1,3,2818
166,1,4,2821
167,1,5,2824
168,1,6,2819
169,1,7,2820
170,1,8,2816
171,1,9,2819
172,1,1,2822
173,1,2,2817
174,1,3,2820
175,1,4,2823
176,1,5,2818
177,1,6,2919
178,1,7,2915
179,1,8,2918
180,1,9,2921
181,1,1,2916
182,1,2,2919
183,1,3,2922
184,1,4,2917
185,1,5,3218
186,1,6,3214
187,1,7,3217
188,1,8,3220
189,1,9,3215
190,1,1,3218
191,1,2,3221
192,1,3,3216
193,1,4,3218
194,1,5,3214
195,1,6,3217
196,1,7,3220
197,1,8,3215
198,1,9,3218
199,1,1,3221
200,1,2,3216
201,1,3,3918
202,1,4,3914
203,1,5,3917
204,1,6,3920
205,1,7,3915
206,1,8,3918
207,1,9,3921
208,1,1,3916
209,1,2,4419
210,1,3,4415
211,1,4,4418
212,1,5,4421
213,1,6,4416
214,1,7,4419
215,1,8,4422
216,1,9,4417
217,1,1,4719
218,1,2,4715
219,1,3,4718
220,1,4,4721
221,1,5,4716
222,1,6,4719
223,1,7,4722
224,1,8,4717
225,1,9,5020
226,1,1,5016
227,1,2,5019
228,1,3,5022
229,1,4,5017
230,1,5,5020
231,1,6,5023
232,1,7,5018
233,1,8,5220
234,1,9,5216
235,1,1,5219
236,1,2,5222
237,1,3,5217
238,1,4,5220
239,1,5,5223
240,1,6,5218
241,1,7,5321
242,1,8,5317
243,1,9,5320
244,1,1,5323
245,1,2,5318
246,1,3,5321
247,1,4,5324
248,1,5,5319
249,1,6,5222
250,1,7,5218
251,1,8,5221
252,1,9,5224
253,1,1,5219
254,1,2,5222
255,1,3,5225
256,1,4,5220
257,1,5,5223
258,1,6,5219
259,1,7,5222
260,1,8,5225
261,1,9,5220
262,1,1,5223
263,1,2,5226
264,1,3,5221
265,1,4,5123
266,1,5,5119
267,1,6,5122
268,1,7,5125
269,1,8,5120
270,1,9,5123
271,1,1,5126
272,1,2,5121
273,1,3,5024
274,1,4,5020
275,1,5,5023
276,1,6,5026
277,1,7,5021
278,1,8,5024
279,1,9,5027
280,1,1,5022
281,1,2,5024
282,1,3,5020
283,1,4,5023
284,1,5,5026
285,1,6,5021
286,1,7,5024
287,1,8,5027
288,1,9,5022
289,1,1,5025
290,1,2,5021
291,1,3,5024
292,1,4,5027
293,1,5,5022
294,1,6,5025
295,1,7,5028
296,1,8,5023
297,1,9,5025
298,1,1,5021
299,1,2,5024
300,1,3,5027
301,1,4,5022
302,1,5,5025
303,1,6,5028
304,1,7,5023
305,1,8,5125
306,1,9,5121
307,1,1,5124
308,1,2,5127
309,1,3,5122
310,1,4,5125
311,1,5,5128
312,1,6,5123
313,1,7,5226
314,1,8,5222
315,1,9,5225
316,1,1,5228
317,1,2,5223
318,1,3,5226
319,1,4,5229
320,1,5,5224
321,1,6,5326
322,1,7,5322
323,1,8,5325
324,1,9,5328
325,1,1,5323
326,1,2,5326
327,1,3,5329
328,1,4,5324
329,1,5,5526
330,1,6,5522
331,1,7,5525
332,1,8,5528
333,1,9,5523
334,1,1,5526
335,1,2,5529
336,1,3,5524
337,1,4,5727
338,1,5,5723
339,1,6,5726
340,1,7,5729
341,1,8,5724
342,1,9,5727
343,1,1,5730
344,1,2,5725
345,1,3,6027
346,1,4,6023
347,1,5,6026
348,1,6,6029
349,1,7,6024
350,1,8,6027
351,1,9,6030
352,1,1,6025
353,1,2,6227
354,1,3,6223
355,1,4,6226
356,1,5,6229
357,1,6,6224
358,1,7,6227
359,1,8,6230
360,1,9,6225
361,1,1,6327
362,1,2,6323
363,1,3,6326
364,1,4,6329
365,1,5,6324
366,1,6,6327
367,1,7,6330
368,1,8,6325
369,1,9,6427
370,1,1,6423
371,1,2,6426
372,1,3,6429
373,1,4,6424
374,1,5,6427
375,1,6,6430
376,1,7,6425
377,1,8,6426
378,1,9,6422
379,1,1,6425
380,1,2,6428
381,1,3,6423
382,1,4,6426
383,1,5,6429
384,1,6,6424
385,1,7,6326
386,1,8,6322
387,1,9,6325
388,1,1,6328
389,1,2,6323
390,1,3,6326
391,1,4,6329
392,1,5,6324
393,1,6,6225
394,1,7,6221
395,1,8,6224
396,1,9,6227
397,1,1,6222
398,1,2,6225
399,1,3,6228
400,1,4,6223
401,1,5,5825
402,1,6,5821
403,1,7,5824
404,1,8,5827
405,1,9,5822
406,1,1,5825
407,1,2,5828
408,1,3,5823
409,1,4,5424
410,1,5,5420
411,1,6,5423
412,1,7,5426
413,1,8,5421
414,1,9,5424
415,1,1,5427
416,1,2,5422
417,1,3,5124
418,1,4,5120
419,1,5,5123
420,1,6,5126
421,1,7,5121
422,1,8,5124
423,1,9,5127
424,1,1,5122
425,1,2,4924
426,1,3,4920
427,1,4,4923
428,1,5,4926
429,1,6,4921
430,1,7,4924
431,1,8,4927
432,1,9,4922
433,1,1,4825
434,1,2,4821
435,1,3,4824
436,1,4,4827
437,1,5,4822
438,1,6,4825
439,1,7,4828
440,1,8,4823
441,1,9,4826
442,1,1,4822
443,1,2,4825
444,1,3,4828
445,1,4,4823
446,1,5,4826
447,1,6,4829
448,1,7,4824
449,1,8,5027
450,1,9,5023
451,1,1,5026
452,1,2,5029
453,1,3,5024
454,1,4,5027
455,1,5,5030
456,1,6,5025
457,1,7,5228
458,1,8,5224
459,1,9,5227
460,1,1,5230
461,1,2,5225
462,1,3,5228
463,1,4,5231
464,1,5,5226
465,1,6,5429
466,1,7,5425
467,1,8,5428
468,1,9,5431
469,1,1,5426
470,1,2,5429
471,1,3,5432
472,1,4,5427
473,1,5,5629
474,1,6,5625
475,1,7,5628
476,1,8,5631
477,1,9,5626
478,1,1,5629
479,1,2,5632
480,1,3,5627
481,1,4,5830
482,1,5,5826
483,1,6,5829
484,1,7,5832
485,1,8,5827
486,1,9,5830
487,1,1,5833
488,1,2,5828
489,1,3,5930
490,1,4,5926
491,1,5,5929
492,1,6,5932
493,1,7,5927
494,1,8,5930
495,1,9,5933
496,1,1,5928
497,1,2,5930
498,1,3,5926
499,1,4,5929
500,1,5,5932
501,1,6,5927
502,1,7,5930
503,1,8,5933
504,1,9,5928
505,1,1,5930
506,1,2,5926
507,1,3,5929
508,1,4,5932
509,1,5,5927
510,1,6,5930
511,1,7,5933
512,1,8,5928
513,1,9,5930
514,1,1,5926
515,1,2,5929
516,1,3,5932
517,1,4,5927
518,1,5,5930
519,1,6,5933
520,1,7,5928
521,1,8,5930
522,1,9,5926
523,1,1,5929
524,1,2,5932
525,1,3,5927
526,1,4,5930
527,1,5,5933
528,1,6,5928
529,1,7,5631
530,1,8,5627
531,1,9,5630
532,1,1,5633
533,1,2,5628
534,1,3,5631
535,1,4,5634
536,1,5,5629
537,1,6,5432
538,1,7,5428
539,1,8,5431
540,1,9,5434
541,1,1,5429
542,1,2,5432
543,1,3,5435
544,1,4,5430
545,1,5,5132
546,1,6,5128
547,1,7,5131
548,1,8,5134
549,1,9,5129
550,1,1,5132
551,1,2,5135
552,1,3,5130
553,1,4,5032
554,1,5,5028
555,1,6,5031
556,1,7,5034
557,1,8,5029
558,1,9,5032
559,1,1,5035
560,1,2,5030
561,1,3,4933
562,1,4,4929
563,1,5,4932
564,1,6,4935
565,1,7,4930
566,1,8,4933
567,1,9,4936
568,1,1,4931
569,1,2,4934
570,1,3,4930
571,1,4,4933
572,1,5,4936
573,1,6,4931
574,1,7,4934
575,1,8,4937
576,1,9,4932
577,1,1,4934
578,1,2,4930
579,1,3,4933
580,1,4,4936
581,1,5,4931
582,1,6,4934
583,1,7,4937
584,1,8,4932
585,1,9,5035
586,1,1,5031
587,1,2,5034
588,1,3,5037
589,1,4,5032
590,1,5,5035
591,1,6,5038
592,1,7,5033
593,1,8,5336
594,1,9,5332
595,1,1,5335
596,1,2,5338
597,1,3,5333
598,1,4,5336
599,1,5,5339
600,1,6,5334
601,1,7,5536
602,1,8,5532
603,1,9,5535
604,1,1,5538
605,1,2,5533
606,1,3,5536
607,1,4,5539
608,1,5,5534
609,1,6,5836
610,1,7,5832
611,1,8,5835
612,1,9,5838
613,1,1,5833
614,1,2,5836
615,1,3,5839
616,1,4,5834
617,1,5,6136
618,1,6,6132
619,1,7,6135
620,1,8,6138
621,1,9,6133
622,1,1,6136
623,1,2,6139
624,1,3,6134
625,1,4,6336
626,1,5,6332
627,1,6,6335
628,1,7,6338
629,1,8,6333
630,1,9,6336
631,1,1,6339
632,1,2,6334
633,1,3,6436
634,1,4,6432
635,1,5,6435
636,1,6,6438
637,1,7,6433
638,1,8,6436
639,1,9,6439
640,1,1,6434
641,1,2,6435
642,1,3,6431
643,1,4,6434
644,1,5,6437
645,1,6,6432
646,1,7,6435
647,1,8,6438
648,1,9,6433
649,1,1,6335
650,1,2,6331
651,1,3,6334
652,1,4,6337
653,1,5,6332
654,1,6,6335
655,1,7,6338
656,1,8,6333
657,1,9,6234
658,1,1,6230
659,1,2,6233
660,1,3,6236
661,1,4,6231
662,1,5,6234
663,1,6,6237
664,1,7,6232
665,1,8,6034
666,1,9,6030
667,1,1,6033
668,1,2,6036
669,1,3,6031
670,1,4,6034
671,1,5,6037
672,1,6,6032
673,1,7,5834
674,1,8,5830
675,1,9,5833
676,1,1,5836
677,1,2,5831
678,1,3,5834
679,1,4,5837
680,1,5,5832
681,1,6,5634
682,1,7,5630
683,1,8,5633
684,1,9,5636
685,1,1,5631
686,1,2,5634
687,1,3,5637
688,1,4,5632
689,1,5,5435
690,1,6,5431
691,1,7,5434
692,1,8,5437
693,1,9,5432
694,1,1,5435
695,1,2,5438
696,1,3,5433
697,1,4,5435
698,1,5,5431
699,1,6,5434
700,1,7,5437
701,1,8,5432
702,1,9,5435
703,1,1,5438
704,1,2,5433
705,1,3,5437
706,1,4,5433
707,1,5,5436
708,1,6,5439
709,1,7,5434
710,1,8,5437
711,1,9,5440
712,1,1,5435
713,1,2,5639
714,1,3,5635
715,1,4,5638
716,1,5,5641
717,1,6,5636
718,1,7,5639
719,1,8,5642
720,1,9,5637
721,1,1,5839
722,1,2,5835
723,1,3,5838
724,1,4,5841
725,1,5,5836
726,1,6,5839
727,1,7,5842
728,1,8,5837
729,1,9,6040
730,1,1,6036
731,1,2,6039
732,1,3,6042
733,1,4,6037
734,1,5,6040
735,1,6,6043
736,1,7,6038
737,1,8,6340
738,1,9,6336
739,1,1,6339
740,1,2,6342
741,1,3,6337
742,1,4,6340
743,1,5,6343
744,1,6,6338
745,1,7,6640
746,1,8,6636
747,1,9,6639
748,1,1,6642
749,1,2,6637
750,1,3,6640
751,1,4,6643
752,1,5,6638
753,1,6,7140
754,1,7,7136
755,1,8,7139
756,1,9,7142
757,1,1,7137
758,1,2,7140
759,1,3,7143
760,1,4,7138
761,1,5,7839
762,1,6,7835
763,1,7,7838
764,1,8,7841
765,1,9,7836
766,1,1,7839
767,1,2,7842
768,1,3,7837
769,1,4,8639
770,1,5,8635
771,1,6,8638
772,1,7,8641
773,1,8,8636
774,1,9,8639
775,1,1,8642
776,1,2,8637
777,1,3,9338
778,1,4,9334
779,1,5,9337
780,1,6,9340
781,1,7,9335
782,1,8,9338
783,1,9,9341
784,1,1,9336
785,1,2,9638
786,1,3,9634
787,1,4,9637
788,1,5,9640
789,1,6,9635
790,1,7,9638
791,1,8,9641
792,1,9,9636
793,1,1,9638
794,1,2,9634
795,1,3,9637
796,1,4,9640
797,1,5,9635
798,1,6,9638
799,1,7,9641
800,1,8,9636
801,1,9,9936
802,1,1,9932
803,1,2,9935
804,1,3,9938
805,1,4,9933
806,1,5,9936
807,1,6,9939
808,1,7,9934
809,1,8,9736
810,1,9,9732
811,1,1,9735
812,1,2,9738
813,1,3,9733
814,1,4,9736
815,1,5,9739
816,1,6,9734
817,1,7,9436
818,1,8,9432
819,1,9,9435
820,1,1,9438
821,1,2,9433
822,1,3,9436
823,1,4,9439
824,1,5,9434
825,1,6,8836
826,1,7,8832
827,1,8,8835
828,1,9,8838
829,1,1,8833
830,1,2,8836
831,1,3,8839
832,1,4,8834
833,1,5,7936
834,1,6,7932
835,1,7,7935
836,1,8,7938
837,1,9,7933
838,1,1,7936
839,1,2,7939
840,1,3,7934
841,1,4,6836
842,1,5,6832
843,1,6,6835
844,1,7,6838
845,1,8,6833
846,1,9,6836
847,1,1,6839
848,1,2,6834
849,1,3,5536
850,1,4,5532
851,1,5,5535
852,1,6,5538
853,1,7,5533
854,1,8,5536
855,1,9,5539
856,1,1,5534
857,1,2,4536
858,1,3,4532
859,1,4,4535
860,1,5,4538
861,1,6,4533
862,1,7,4536
863,1,8,4539
864,1,9,4534
865,1,1,3636
866,1,2,3632
867,1,3,3635
868,1,4,3638
869,1,5,3633
870,1,6,3636
871,1,7,3639
872,1,8,3634
873,1,9,3236
874,1,1,3232
875,1,2,3235
876,1,3,3238
877,1,4,3233
878,1,5,3236
879,1,6,3239
880,1,7,3234
881,1,8,3035
882,1,9,3031
883,1,1,3034
884,1,2,3037
885,1,3,3032
886,1,4,3035
887,1,5,3038
888,1,6,3033
889,1,7,3035
890,1,8,3031
891,1,9,3034
892,1,1,3037
893,1,2,3032
894,1,3,3035
895,1,4,3038
896,1,5,3033
897,1,6,3135
898,1,7,3131
899,1,8,3134
900,1,9,3137
901,1,1,3132
902,1,2,3135
903,1,3,3138
904,1,4,3133
905,1,5,3534
906,1,6,3530
907,1,7,3533
908,1,8,3536
909,1,9,3531
910,1,1,3534
911,1,2,3537
912,1,3,3532
913,1,4,3934
914,1,5,3930
915,1,6,3933
916,1,7,3936
917,1,8,3931
918,1,9,3934
919,1,1,3937
920,1,2,3932
921,1,3,4534
922,1,4,4530
923,1,5,4533
924,1,6,4536
925,1,7,4531
926,1,8,4534
927,1,9,4537
928,1,1,4532
929,1,2,5135
930,1,3,5131
931,1,4,5134
932,1,5,5137
933,1,6,5132
934,1,7,5135
935,1,8,5138
936,1,9,5133
937,1,1,5735
938,1,2,5731
939,1,3,5734
940,1,4,5737
941,1,5,5732
942,1,6,5735
943,1,7,5738
944,1,8,5733
945,1,9,6035
946,1,1,6031
947,1,2,6034
948,1,3,6037
949,1,4,6032
950,1,5,6035
951,1,6,6038
952,1,7,6033
953,1,8,6236
954,1,9,6232
955,1,1,6235
956,1,2,6238
957,1,3,6233
958,1,4,6236
959,1,5,6239
960,1,6,6234
961,1,7,6436
962,1,8,6432
963,1,9,6435
964,1,1,6438
965,1,2,6433
966,1,3,6436
967,1,4,6439
968,1,5,6434
969,1,6,6436
970,1,7,6432
971,1,8,6435
972,1,9,6438
973,1,1,6433
974,1,2,6436
975,1,3,6439
976,1,4,6434
977,1,5,6337
978,1,6,6333
979,1,7,6336
980,1,8,6339
981,1,9,6334
982,1,1,6337
983,1,2,6340
984,1,3,6335
985,1,4,6237
986,1,5,6233
987,1,6,6236
988,1,7,6239
989,1,8,6234
990,1,9,6237
991,1,1,6240
992,1,2,6235
993,1,3,6138
994,1,4,6134
995,1,5,6137
996,1,6,6140
997,1,7,6135
998,1,8,6138
999,1,9,6141
1000,1,1,6136
1001,1,2,5839
1002,1,3,5835
1003,1,4,5838
1004,1,5,5841
1005,1,6,5836
1006,1,7,5839
1007,1,8,5842
1008,1,9,5837
1009,1,1,5640
1010,1,2,5636
1011,1,3,5639
1012,1,4,5642
1013,1,5,5637
1014,1,6,5640
1015,1,7,5643
1016,1,8,5638
1017,1,9,5441
1018,1,1,5437
1019,1,2,5440
1020,1,3,5443
1021,1,4,5438
1022,1,5,5441
1023,1,6,5444
1024,1,7,5439
1025,1,8,5342
1026,1,9,5338
1027,1,1,5341
1028,1,2,5344
1029,1,3,5339
1030,1,4,5342
1031,1,5,5345
1032,1,6,5340
1033,1,7,5342
1034,1,8,5338
1035,1,9,5341
1036,1,1,5344
1037,1,2,5339
1038,1,3,5342
1039,1,4,5345
1040,1,5,5340
1041,1,6,5343
1042,1,7,5339
1043,1,8,5342
1044,1,9,5345
1045,1,1,5340
1046,1,2,5343
1047,1,3,5346
1048,1,4,5341
1049,1,5,5443
1050,1,6,5439
1051,1,7,5442
1052,1,8,5445
1053,1,9,5440
1054,1,1,5443
1055,1,2,5446
1056,1,3,5441
1057,1,4,5744
1058,1,5,5740
1059,1,6,5743
1060,1,7,5746
1061,1,8,5741
1062,1,9,5744
1063,1,1,5747
1064,1,2,5742
1065,1,3,6044
1066,1,4,6040
1067,1,5,6043
1068,1,6,6046
1069,1,7,6041
1070,1,8,6044
1071,1,9,6047
1072,1,1,6042
1073,1,2,6345
1074,1,3,6341
1075,1,4,6344
1076,1,5,6347
1077,1,6,6342
1078,1,7,6345
1079,1,8,6348
1080,1,9,6343
1081,1,1,6545
1082,1,2,6541
1083,1,3,6544
1084,1,4,6547
1085,1,5,6542
1086,1,6,6545
1087,1,7,6548
1088,1,8,6543
1089,1,9,6745
1090,1,1,6741
1091,1,2,6744
1092,1,3,6747
1093,1,4,6742
1094,1,5,6745
1095,1,6,6748
1096,1,7,6743
1097,1,8,6745
1098,1,9,6741
1099,1,1,6744
1100,1,2,6747
1101,1,3,6742
1102,1,4,6745
1103,1,5,6748
1104,1,6,6743
1105,1,7,6744
1106,1,8,6740
1107,1,9,6743
1108,1,1,6746
1109,1,2,6741
1110,1,3,6744
1111,1,4,6747
1112,1,5,6742
1113,1,6,6744
1114,1,7,6740
1115,1,8,6743
1116,1,9,6746
1117,1,1,6741
1118,1,2,6744
1119,1,3,6747
1120,1,4,6742
1121,1,5,6744
1122,1,6,6740
1123,1,7,6743
1124,1,8,6746
1125,1,9,6741
1126,1,1,6744
1127,1,2,6747
1128,1,3,6742
1129,1,4,6445
1130,1,5,6441
1131,1,6,6444
1132,1,7,6447
1133,1,8,6442
1134,1,9,6445
1135,1,1,6448
1136,1,2,6443
1137,1,3,6245
1138,1,4,6241
1139,1,5,6244
1140,1,6,6247
1141,1,7,6242
1142,1,8,6245
1143,1,9,6248
1144,1,1,6243
1145,1,2,6046
1146,1,3,6042
1147,1,4,6045
1148,1,5,6048
1149,1,6,6043
1150,1,7,6046
1151,1,8,6049
1152,1,9,6044
1153,1,1,5847
1154,1,2,5843
1155,1,3,5846
1156,1,4,5849
1157,1,5,5844
1158,1,6,5847
1159,1,7,5850
1160,1,8,5845
1161,1,9,5747
1162,1,1,5743
1163,1,2,5746
1164,1,3,5749
1165,1,4,5744
1166,1,5,5747
1167,1,6,5750
1168,1,7,5745
1169,1,8,5648
1170,1,9,5644
1171,1,1,5647
1172,1,2,5650
1173,1,3,5645
1174,1,4,5648
1175,1,5,5651
1176,1,6,5646
1177,1,7,5648
1178,1,8,5644
1179,1,9,5647
1180,1,1,5650
1181,1,2,5645
1182,1,3,5648
1183,1,4,5651
1184,1,5,5646
1185,1,6,5649
1186,1,7,5645
1187,1,8,5648
1188,1,9,5651
1189,1,1,5646
1190,1,2,5649
1191,1,3,5652
1192,1,4,5647
1193,1,5,5749
1194,1,6,5745
1195,1,7,5748
1196,1,8,5751
1197,1,9,5746
1198,1,1,5749
1199,1,2,5752
1200,1,3,5747
1201,1,4,5849
1202,1,5,5845
1203,1,6,5848
1204,1,7,5851
1205,1,8,5846
1206,1,9,5849
1207,1,1,5852
1208,1,2,5847
1209,1,3,5950
1210,1,4,5946
1211,1,5,5949
1212,1,6,5952
1213,1,7,5947
1214,1,8,5950
1215,1,9,5953
1216,1,1,5948
1217,1,2,6050
1218,1,3,6046
1219,1,4,6049
1220,1,5,6052
1221,1,6,6047
1222,1,7,6050
1223,1,8,6053
1224,1,9,6048
1225,1,1,6150
1226,1,2,6146
1227,1,3,6149
1228,1,4,6152
1229,1,5,6147
1230,1,6,6150
1231,1,7,6153
1232,1,8,6148
1233,1,9,6150
1234,1,1,6146
1235,1,2,6149
1236,1,3,6152
1237,1,4,6147
1238,1,5,6150
1239,1,6,6153
1240,1,7,6148
1241,1,8,6150
1242,1,9,6146
1243,1,1,6149
1244,1,2,6152
1245,1,3,6147
1246,1,4,6150
1247,1,5,6153
1248,1,6,6148
1249,1,7,6150
1250,1,8,6146
1251,1,9,6149
1252,1,1,6152
1253,1,2,6147
1254,1,3,6150
1255,1,4,6153
1256,1,5,6148
1257,1,6,6150
1258,1,7,6146
1259,1,8,6149
1260,1,9,6152
1261,1,1,6147
1262,1,2,6150
1263,1,3,6153
1264,1,4,6148
1265,1,5,6150
1266,1,6,6146
1267,1,7,6149
1268,1,8,6152
1269,1,9,6147
1270,1,1,6150
1271,1,2,6153
1272,1,3,6148
1273,1,4,6051
1274,1,5,6047
1275,1,6,6050
1276,1,7,6053
1277,1,8,6048
1278,1,9,6051
1279,1,1,6054
1280,1,2,6049
1281,1,3,6051
1282,1,4,6047
1283,1,5,6050
1284,1,6,6053
1285,1,7,6048
1286,1,8,6051
1287,1,9,6054
1288,1,1,6049
1289,1,2,5951
1290,1,3,5947
1291,1,4,5950
1292,1,5,5953
1293,1,6,5948
1294,1,7,5951
1295,1,8,5954
1296,1,9,5949
1297,1,1,5852
1298,1,2,5848
1299,1,3,5851
1300,1,4,5854
1301,1,5,5849
1302,1,6,5852
1303,1,7,5855
1304,1,8,5850
1305,1,9,5752
1306,1,1,5748
1307,1,2,5751
1308,1,3,5754
1309,1,4,5749
1310,1,5,5752
1311,1,6,5755
1312,1,7,5750
1313,1,8,5752
1314,1,9,5748
1315,1,1,5751
1316,1,2,5754
1317,1,3,5749
1318,1,4,5752
1319,1,5,5755
1320,1,6,5750
1321,1,7,5653
1322,1,8,5649
1323,1,9,5652
1324,1,1,5655
1325,1,2,5650
1326,1,3,5653
1327,1,4,5656
1328,1,5,5651
1329,1,6,5653
1330,1,7,5649
1331,1,8,5652
1332,1,9,5655
1333,1,1,5650
1334,1,2,5653
1335,1,3,5656
1336,1,4,5651
1337,1,5,5754
1338,1,6,5750
1339,1,7,5753
1340,1,8,5756
1341,1,9,5751
1342,1,1,5754
1343,1,2,5757
1344,1,3,5752
1345,1,4,5855
1346,1,5,5851
1347,1,6,5854
1348,1,7,5857
1349,1,8,5852
1350,1,9,5855
1351,1,1,5858
1352,1,2,5853
1353,1,3,5956
1354,1,4,5952
1355,1,5,5955
1356,1,6,5958
1357,1,7,5953
1358,1,8,5956
1359,1,9,5959
1360,1,1,5954
1361,1,2,5956
1362,1,3,5952
1363,1,4,5955
1364,1,5,5958
1365,1,6,5953
1366,1,7,5956
1367,1,8,5959
1368,1,9,5954
1369,1,1,5956
1370,1,2,5952
1371,1,3,5955
1372,1,4,5958
1373,1,5,5953
1374,1,6,5956
1375,1,7,5959
1376,1,8,5954
1377,1,9,5855
1378,1,1,5851
1379,1,2,5854
1380,1,3,5857
1381,1,4,5852
1382,1,5,5855
1383,1,6,5858
1384,1,7,5853
1385,1,8,5854
1386,1,9,5850
1387,1,1,5853
1388,1,2,5856
1389,1,3,5851
1390,1,4,5854
1391,1,5,5857
1392,1,6,5852
1393,1,7,5753
1394,1,8,5749
1395,1,9,5752
1396,1,1,5755
1397,1,2,5750
1398,1,3,5753
1399,1,4,5756
1400,1,5,5751
1401,1,6,5654
1402,1,7,5650
1403,1,8,5653
1404,1,9,5656
1405,1,1,5651
1406,1,2,5654
1407,1,3,5657
1408,1,4,5652
1409,1,5,5654
1410,1,6,5650
1411,1,7,5653
1412,1,8,5656
1413,1,9,5651
1414,1,1,5654
1415,1,2,5657
1416,1,3,5652
1417,1,4,5654
1418,1,5,5650
1419,1,6,5653
1420,1,7,5656
1421,1,8,5651
1422,1,9,5654
1423,1,1,5657
1424,1,2,5652
1425,1,3,5655
1426,1,4,5651
1427,1,5,5654
1428,1,6,5657
1429,1,7,5652
1430,1,8,5655
1431,1,9,5658
1432,1,1,5653
1433,1,2,5655
1434,1,3,5651
1435,1,4,5654
1436,1,5,5657
1437,1,6,5652
1438,1,7,5655
1439,1,8,5658
1440,1,9,5653
1441,1,1,5755
1442,1,2,5751
1443,1,3,5754
1444,1,4,5757
1445,1,5,5752
1446,1,6,5755
1447,1,7,5758
1448,1,8,5753
1449,1,9,5755
1450,1,1,5751
1451,1,2,5754
1452,1,3,5757
1453,1,4,5752
1454,1,5,5755
1455,1,6,5758
1456,1,7,5753
1457,1,8,5853
1458,1,9,5849
1459,1,1,5852
1460,1,2,5855
1461,1,3,5850
1462,1,4,5853
1463,1,5,5856
1464,1,6,5851
1465,1,7,5850
1466,1,8,5846
1467,1,9,5849
1468,1,1,5852
1469,1,2,5847
1470,1,3,5850
1471,1,4,5853
1472,1,5,5848
1473,1,6,5948
1474,1,7,5944
1475,1,8,5947
1476,1,9,5950
1477,1,1,5945
1478,1,2,5948
1479,1,3,5951
1480,1,4,5946
1481,1,5,6145
1482,1,6,6141
1483,1,7,6144
1484,1,8,6147
1485,1,9,6142
1486,1,1,6145
1487,1,2,6148
1488,1,3,6143
1489,1,4,6342
1490,1,5,6338
1491,1,6,6341
1492,1,7,6344
1493,1,8,6339
1494,1,9,6342
1495,1,1,6345
1496,1,2,6340
1497,1,3,6539
